userId,movieId,maxAt5,maxAt10,maxAt15,WhiteBoxPred,BlackBoxPred,MAE
13,54272,1.4035388159671007,1.4035388159671007,1.4035388159671007,3.947,4.866,0.9189999999999996
13,1597,1.3757619552790885,1.3757619552790885,1.3757619552790885,4.249,4.308,0.05900000000000016
13,4878,1.3995438063620826,1.3995438063620826,1.3995438063620826,4.266,4.22,0.04600000000000026
13,1225,1.3645031728397352,1.3645031728397352,1.3645031728397352,4.289,4.591,0.3020000000000005
602,54272,2.5560301744509,2.5560301744509,2.5560301744509,4.3,4.866,0.5659999999999998
602,1597,2.5753103805675743,2.5753103805675743,2.5753103805675743,4.289,4.308,0.019000000000000128
602,4878,2.5522067747530808,2.5522067747530808,2.5522067747530808,4.288,4.22,0.0680000000000005
602,1225,2.646310014070271,2.646310014070271,2.646310014070271,4.376,4.591,0.21499999999999986
90,54272,1.5243902070908582,1.5243902070908582,1.5243902070908582,3.983,4.866,0.8829999999999996
90,1597,1.5814921552985852,1.5814921552985852,1.5814921552985852,4.103,4.308,0.20500000000000007
90,4878,1.564304388514716,1.564304388514716,1.564304388514716,4.238,4.22,0.018000000000000682
90,1225,1.5097071076121242,1.5097071076121242,1.5097071076121242,4.433,4.591,0.15800000000000036
155,54272,1.2808021329624288,1.2808021329624288,1.2808021329624288,4.331,4.866,0.5349999999999993
155,1597,1.241497011051336,1.241497011051336,1.241497011051336,4.294,4.308,0.014000000000000234
155,4878,1.2463417645054966,1.2463417645054966,1.2463417645054966,4.238,4.22,0.018000000000000682
155,1225,1.2867704225251049,1.2867704225251049,1.2867704225251049,4.044,4.591,0.5470000000000006
549,54272,1.7741823728826496,1.7741823728826496,1.7741823728826496,4.343,4.866,0.5229999999999997
549,1597,1.7382307164481805,1.7382307164481805,1.7382307164481805,4.168,4.308,0.13999999999999968
549,4878,1.7896955203976923,1.7896955203976923,1.7896955203976923,3.8339999999999996,4.22,0.3860000000000001
549,1225,1.7560676927147256,1.7560676927147256,1.7560676927147256,4.2780000000000005,4.591,0.3129999999999997
326,54272,1.4505050175945884,1.4505050175945884,1.4505050175945884,4.325,4.866,0.5409999999999995
326,1597,1.483518402163876,1.483518402163876,1.483518402163876,4.1080000000000005,4.308,0.1999999999999993
326,4878,1.44630384138434,1.44630384138434,1.44630384138434,4.1819999999999995,4.22,0.038000000000000256
326,1225,1.5287968590076284,1.5287968590076284,1.5287968590076284,4.319,4.591,0.27200000000000024
246,54272,1.3745497114062564,1.3745497114062564,1.3745497114062564,4.455,4.866,0.4109999999999996
246,1597,1.4003516940234817,1.4003516940234817,1.4003516940234817,4.152,4.308,0.1559999999999997
246,4878,1.3764798506652325,1.3764798506652325,1.3764798506652325,4.428,4.22,0.20800000000000018
246,1225,1.4007659973856912,1.4007659973856912,1.4007659973856912,4.122,4.591,0.4690000000000003
46,54272,3.117532910043193,3.117532910043193,3.117532910043193,4.43,4.866,0.43599999999999994
46,1597,3.0841757219152823,3.0841757219152823,3.0841757219152823,4.478,4.308,0.16999999999999993
46,4878,3.0740350882542486,3.0740350882542486,3.0740350882542486,4.378,4.22,0.15800000000000036
46,1225,3.0681086146130534,3.0681086146130534,3.0681086146130534,4.2780000000000005,4.591,0.3129999999999997
490,54272,1.350910373433837,1.350910373433837,1.350910373433837,4.43,4.866,0.43599999999999994
490,1597,1.3896238883186427,1.3896238883186427,1.3896238883186427,4.263999999999999,4.308,0.04400000000000048
490,4878,1.3857058731914107,1.3857058731914107,1.3857058731914107,4.145,4.22,0.07500000000000018
490,1225,1.3675239635680485,1.3675239635680485,1.3675239635680485,4.266,4.591,0.3250000000000002
43,54272,2.2032981843571697,2.2032981843571697,2.2032981843571697,4.566,4.866,0.2999999999999998
43,1597,2.186328083897416,2.186328083897416,2.186328083897416,4.103,4.308,0.20500000000000007
43,4878,2.092961146239263,2.092961146239263,2.092961146239263,3.8339999999999996,4.22,0.3860000000000001
43,1225,2.134258973293536,2.134258973293536,2.134258973293536,4.428999999999999,4.591,0.1620000000000008
